onion_id	id	intent_id	track_id	artist_name	track_uri	artist_uri	track_name	album_uri	duration_ms	album_name	intent_name	intent_group_name	intent_user_id	intent_how_often	intent_how_imp	music4all_id
onion::165::The Cure-One Hundred Years-1-16	823	165	The Cure-One Hundred Years-1-16	The Cure	https://www.last.fm/music/The+Cure/_/One+Hundred+Years	https://www.last.fm/music/The%20Cure	One Hundred Years	https://www.last.fm/music/The%20Cure/Pornography%20(Deluxe%20Edition)	0.0	Pornography (Deluxe Edition)	Well-Being	Pleasure & Enjoyment	df08c80b-1e81-40c6-aa97-04c5587cf993	2	5	lQ4EP9uTUXBDRD8K
onion::165::035efd99-2c43-40b5-8b51-63052affecbf	824	165	035efd99-2c43-40b5-8b51-63052affecbf	Nick Drake	https://www.last.fm/music/Nick+Drake/_/Rider+On+The+Wheel	https://www.last.fm/music/Nick%20Drake	Rider On The Wheel	https://www.last.fm/music/Nick%20Drake/Made%20To%20Love%20Magic	0.0	Made To Love Magic	Well-Being	Pleasure & Enjoyment	df08c80b-1e81-40c6-aa97-04c5587cf993	2	5	nv6rUMOgRaLZ269V
onion::165::00ab0c89-2d90-4cc0-91d8-d52c5c0765b5	825	165	00ab0c89-2d90-4cc0-91d8-d52c5c0765b5	The Cure	https://www.last.fm/music/The+Cure/_/39	https://www.last.fm/music/The%20Cure	39	https://www.last.fm/music/The%20Cure/Bloodflowers	0.0	Bloodflowers	Well-Being	Pleasure & Enjoyment	df08c80b-1e81-40c6-aa97-04c5587cf993	2	5	bryPKYPYuD9vCj9g
onion::166::2OIca10vMnqiJyDELHiPJb	829	166	2OIca10vMnqiJyDELHiPJb	The Mars Volta			Goliath			The Bedlam in Goliath	Meaningful Engagement / Purpose	Life Meaning & Structure	1451dd34-e1b2-462a-837f-7015ea85e2ee	2	5	0L7SiX9rxLK9FaP5
onion::169::0LSux441PXL5WsVo5nTcER	858	169	0LSux441PXL5WsVo5nTcER	Dream Theater	spotify:track:0LSux441PXL5WsVo5nTcER	spotify:artist:2aaLAng2L2aWD2FClzwiep	False Awakening Suite	spotify:album:2yzeTza4DXX5XpzJYY7CXO	162106.0	Dream Theater	Passion / Pleasure	Habitual Listening	daa1ec87-af36-43a3-b005-37e20e2c31e0	4	5	6jxhsZz4CbWhnjMq
onion::169::4ghtc1qkwPW5CIjYrac1MJ	860	169	4ghtc1qkwPW5CIjYrac1MJ	Opeth	spotify:track:4ghtc1qkwPW5CIjYrac1MJ	spotify:artist:0ybFZ2Ab08V8hueghSXm6E	Blackwater Park	spotify:album:3CCkWrqhWcKU7qXK3ooEEo	728333.0	Blackwater Park	Passion / Pleasure	Habitual Listening	daa1ec87-af36-43a3-b005-37e20e2c31e0	4	5	1ai2olK0wSUvotep
onion::169::3i0CTZmifPahTx3CSIx3LF	863	169	3i0CTZmifPahTx3CSIx3LF	White Ring	spotify:track:3i0CTZmifPahTx3CSIx3LF	spotify:artist:64AV09dDdCGBGv11QlGOJN	Suffocation	spotify:album:3ugtU0UeDrA5g5J6V4GHLW	224000.0	Suffocation	Passion / Pleasure	Habitual Listening	daa1ec87-af36-43a3-b005-37e20e2c31e0	4	5	v2Gc5sOrPogObvS7
onion::170::2THerIPLtOsAZEfNZ3Ol42	877	170	2THerIPLtOsAZEfNZ3Ol42	The Pineapple Thief			Take Your Shot			Your Wilderness	Admiration / Connection to artist	Musician Identification	daa1ec87-af36-43a3-b005-37e20e2c31e0	3	5	JJ75FJUIJsUtFGII
onion::170::4avI265YMyXBoSHP7dp8jr	883	170	4avI265YMyXBoSHP7dp8jr	In Flames	spotify:track:4avI265YMyXBoSHP7dp8jr	spotify:artist:57ylwQTnFnIhJh4nu4rxCs	Filtered Truth	spotify:album:7MHG58Oi3nTsmVLVyArnJi	210026.0	Siren Charms (Deluxe)	Admiration / Connection to artist	Musician Identification	daa1ec87-af36-43a3-b005-37e20e2c31e0	3	5	l1g0N3XsWoVPh3dA
onion::170::3xd4OtPleFw78mi4rh3Lmh	884	170	3xd4OtPleFw78mi4rh3Lmh	Dream Theater	spotify:track:3xd4OtPleFw78mi4rh3Lmh	spotify:artist:2aaLAng2L2aWD2FClzwiep	Outcry	spotify:album:6nTSYgih82tTwdWvmbtPHW	684200.0	A Dramatic Turn Of Events	Admiration / Connection to artist	Musician Identification	daa1ec87-af36-43a3-b005-37e20e2c31e0	3	5	9XUrK87leHWt5o7Q
onion::170::72egonEInxwcu81bWdobRh	885	170	72egonEInxwcu81bWdobRh	The Pineapple Thief			That Shore			Your Wilderness	Admiration / Connection to artist	Musician Identification	daa1ec87-af36-43a3-b005-37e20e2c31e0	3	5	MxyIlGvbvQxTDKIL
onion::171::7qc9PaK7JeTgMkLwaXgW0q	887	171	7qc9PaK7JeTgMkLwaXgW0q	Breaking Benjamin	spotify:track:7qc9PaK7JeTgMkLwaXgW0q	spotify:artist:5BtHciL0e0zOP7prIHn3pP	Had Enough	spotify:album:2usyeZYdUHKlNHKDKgAYSo	228213.0	Phobia	Practicing and Musical Creativity	Practicing and Musical Creativity	daa1ec87-af36-43a3-b005-37e20e2c31e0	2	3	0wosIeFRMmhokumK
onion::171::3lpDrxUkr0tIe1kmJvdK7d	888	171	3lpDrxUkr0tIe1kmJvdK7d	Rush	spotify:track:3lpDrxUkr0tIe1kmJvdK7d	spotify:artist:2Hkut4rAAyrQxRdof7FVJq	YYZ	spotify:album:2xg7iIKoSqaDNpDbJnyCjY	265840.0	Moving Pictures	Practicing and Musical Creativity	Practicing and Musical Creativity	daa1ec87-af36-43a3-b005-37e20e2c31e0	2	3	uiGi5UJ0PqY1t2C3
onion::171::1Ph2EtzV2wW7I4AC2YjoJn	889	171	1Ph2EtzV2wW7I4AC2YjoJn	Mastodon	spotify:track:1Ph2EtzV2wW7I4AC2YjoJn	spotify:artist:1Dvfqq39HxvCJ3GvfeIFuT	Sleeping Giant	spotify:album:1n8QZFcwx5aQ2LIIlj0iYe	336293.0	Blood Mountain	Practicing and Musical Creativity	Practicing and Musical Creativity	daa1ec87-af36-43a3-b005-37e20e2c31e0	2	3	BTh29tDGLn9deIf8
onion::171::1DbX8bRauglTfR7buCMetJ	892	171	1DbX8bRauglTfR7buCMetJ	Mors Principium Est	spotify:track:1DbX8bRauglTfR7buCMetJ	spotify:artist:1k0jnWb55QS6FjTU9LzMhi	God Has Fallen	spotify:album:1REyIvv1UcAveTpdmVi12d	267413.0	Dawn of the 5TH Era	Practicing and Musical Creativity	Practicing and Musical Creativity	daa1ec87-af36-43a3-b005-37e20e2c31e0	2	3	ubhTP8eoPbIesdN2
onion::171::0miS15DAUt0eNtVAszSo8A	893	171	0miS15DAUt0eNtVAszSo8A	The Dear Hunter	spotify:track:0miS15DAUt0eNtVAszSo8A	spotify:artist:51lE580QM13Anmb3mK2j1e	Remembered	spotify:album:0TCkVVN1AfEtMP3IjVD1Zi	230873.0	Act Iv: Rebirth in Reprise	Practicing and Musical Creativity	Practicing and Musical Creativity	daa1ec87-af36-43a3-b005-37e20e2c31e0	2	3	pHGvyXbazK9DP6V1
onion::171::3Tgo5Ucay80sGvph0uedTS	894	171	3Tgo5Ucay80sGvph0uedTS	Gojira	spotify:track:3Tgo5Ucay80sGvph0uedTS	spotify:artist:0GDGKpJFhVpcjIGF8N6Ewt	Liberation	spotify:album:7D7V6M05UIOTjLdqbwRX0w	215373.0	Magma	Practicing and Musical Creativity	Practicing and Musical Creativity	daa1ec87-af36-43a3-b005-37e20e2c31e0	2	3	VGTm9b4DyIvbbi33
onion::172::3i0CTZmifPahTx3CSIx3LF	897	172	3i0CTZmifPahTx3CSIx3LF	White Ring	spotify:track:3i0CTZmifPahTx3CSIx3LF	spotify:artist:64AV09dDdCGBGv11QlGOJN	Suffocation	spotify:album:3ugtU0UeDrA5g5J6V4GHLW	224000.0	Suffocation	Bonding / Connection to others	Shared Taste	daa1ec87-af36-43a3-b005-37e20e2c31e0	4	5	v2Gc5sOrPogObvS7
onion::172::5r37NetsrDZOMuOev51PHL	899	172	5r37NetsrDZOMuOev51PHL	Killswitch Engage	spotify:track:5r37NetsrDZOMuOev51PHL	spotify:artist:37394IP6uhnjIpsawpMu4l	Eye of the Storm	spotify:album:6iJEtgHTEbVlSS5isIS71z	236013.0	As Daylight Dies	Bonding / Connection to others	Shared Taste	daa1ec87-af36-43a3-b005-37e20e2c31e0	4	5	ZXWct312iySKsSfV
onion::172::4JZw9iPZpOQetcFnssohqT	904	172	4JZw9iPZpOQetcFnssohqT	Insomnium	spotify:track:4JZw9iPZpOQetcFnssohqT	spotify:artist:3uIgLG971oRM5fe6v8lvQS	Every Hour Wounds	spotify:album:6S9o3p0iwrVcXfL5Yi4LOp	324840.0	One For Sorrow	Bonding / Connection to others	Shared Taste	daa1ec87-af36-43a3-b005-37e20e2c31e0	4	5	ah5SdnvHRrM54zos
onion::172::2LbMR2ALLfhUt4FA1gqLtq	906	172	2LbMR2ALLfhUt4FA1gqLtq	Haken	spotify:track:2LbMR2ALLfhUt4FA1gqLtq	spotify:artist:2SRIVGDkdqQnrQdaXxDkJt	Somebody	spotify:album:3RBULTZJ97bvVzZLpxcB0j	540640.0	The Mountain	Bonding / Connection to others	Shared Taste	daa1ec87-af36-43a3-b005-37e20e2c31e0	4	5	kyF3vs3mCQiMjPTM
onion::172::2AgwHCE9KGRvA8ftSA15td	907	172	2AgwHCE9KGRvA8ftSA15td	Dream Theater	spotify:track:2AgwHCE9KGRvA8ftSA15td	spotify:artist:2aaLAng2L2aWD2FClzwiep	Power Down	spotify:album:6SRlWxC7lMPu2qlwOMslrk	85200.0	The Astonishing	Bonding / Connection to others	Shared Taste	daa1ec87-af36-43a3-b005-37e20e2c31e0	4	5	50o7VBkQApF5C6nb
onion::172::4yhbOiucGhU5JuGRlglzRA	908	172	4yhbOiucGhU5JuGRlglzRA	In Flames	spotify:track:4yhbOiucGhU5JuGRlglzRA	spotify:artist:57ylwQTnFnIhJh4nu4rxCs	Versus Terminus	spotify:album:5qNcLXli5rVmRtYSb0IgzP	198960.0	Come Clarity	Bonding / Connection to others	Shared Taste	daa1ec87-af36-43a3-b005-37e20e2c31e0	4	5	3OYGrSVx0Ogp4EX6
onion::173::34vun8pktEjWVd6wXUDbn8	913	173	34vun8pktEjWVd6wXUDbn8	Dark Tranquillity	spotify:track:34vun8pktEjWVd6wXUDbn8	spotify:artist:5EHvXKnNz78jkAVgTQLQ5O	The Fatalist	spotify:album:36dEkcuRN9bt1GWyY9OCjk	272346.0	We Are the Void	Entertainment	Singing Along	daa1ec87-af36-43a3-b005-37e20e2c31e0	4	5	SmMj4TmRkYkJdhSW
onion::173::3KnCdGGbBSFyinn31k4DDZ	914	173	3KnCdGGbBSFyinn31k4DDZ	Insomnium	spotify:track:3KnCdGGbBSFyinn31k4DDZ	spotify:artist:3uIgLG971oRM5fe6v8lvQS	Only One Who Waits	spotify:album:6S9o3p0iwrVcXfL5Yi4LOp	318720.0	One For Sorrow	Entertainment	Singing Along	daa1ec87-af36-43a3-b005-37e20e2c31e0	4	5	EyFgsiXXJ5lFeqk1
onion::173::1uqGSvSc207Zlgi4sGr9RQ	915	173	1uqGSvSc207Zlgi4sGr9RQ	Rush	spotify:track:1uqGSvSc207Zlgi4sGr9RQ	spotify:artist:2Hkut4rAAyrQxRdof7FVJq	Time Stand Still	spotify:album:3OSQvwW2BElGZfjhsHJEru	308893.0	Hold Your Fire	Entertainment	Singing Along	daa1ec87-af36-43a3-b005-37e20e2c31e0	4	5	bsLMMYztWo0jMzvV
onion::173::4xELsobOM8anjSazClgU6B	916	173	4xELsobOM8anjSazClgU6B	In Flames	spotify:track:4xELsobOM8anjSazClgU6B	spotify:artist:57ylwQTnFnIhJh4nu4rxCs	Ropes	spotify:album:5sntGYi5etQESPeKSa89JR	223001.0	Sounds of a Playground Fading	Entertainment	Singing Along	daa1ec87-af36-43a3-b005-37e20e2c31e0	4	5	jUoAPWpeLbt7yE37
onion::174::536bkD2pabwDI6kHCzHv5T	919	174	536bkD2pabwDI6kHCzHv5T	Breaking Benjamin	spotify:track:536bkD2pabwDI6kHCzHv5T	spotify:artist:5BtHciL0e0zOP7prIHn3pP	Hollow	spotify:album:09asAAZJ7rXedp9J8wqvBR	231053.0	Dark Before Dawn	Community	Community	daa1ec87-af36-43a3-b005-37e20e2c31e0	3	4	umWYRPyJw3pkEFzG
onion::174::3qE7RMgTYWF1Eeiz8eFzbg	920	174	3qE7RMgTYWF1Eeiz8eFzbg	In Flames	spotify:track:3qE7RMgTYWF1Eeiz8eFzbg	spotify:artist:57ylwQTnFnIhJh4nu4rxCs	In Plain View	spotify:album:7MHG58Oi3nTsmVLVyArnJi	245413.0	Siren Charms (Deluxe)	Community	Community	daa1ec87-af36-43a3-b005-37e20e2c31e0	3	4	WIqtiSJw7dRnNpgl
onion::175::6kq7Rd2zaoypphqvYgyliQ	927	175	6kq7Rd2zaoypphqvYgyliQ	Dark Tranquillity	spotify:track:6kq7Rd2zaoypphqvYgyliQ	spotify:artist:5EHvXKnNz78jkAVgTQLQ5O	Damage Done	spotify:album:1BXwUgaOkooiLK3zO4X6AJ	207226.0	Damage Done (Reissue)	Well-Being	Pleasure & Enjoyment	daa1ec87-af36-43a3-b005-37e20e2c31e0	5	5	sT08WjTOOJaCho67
onion::175::27vvtjfuOGiXPRAxm3nDOM	928	175	27vvtjfuOGiXPRAxm3nDOM	Dream Theater	spotify:track:27vvtjfuOGiXPRAxm3nDOM	spotify:artist:2aaLAng2L2aWD2FClzwiep	As I Am	spotify:album:6jZmSESlazZBmqucZlN3mP	433145.0	Greatest Hit (...and 21 other pretty cool songs)	Well-Being	Pleasure & Enjoyment	daa1ec87-af36-43a3-b005-37e20e2c31e0	5	5	ALUPimS38hGFkBfm
onion::175::2rvQ8M4T6rbpc2c63pwNMu	929	175	2rvQ8M4T6rbpc2c63pwNMu	Lamb of God	spotify:track:2rvQ8M4T6rbpc2c63pwNMu	spotify:artist:3JFsVIxOn7STeilPICkkB2	Descending	spotify:album:1cikCss5SRQLrIAmpyHoVw	215240.0	Sacrament	Well-Being	Pleasure & Enjoyment	daa1ec87-af36-43a3-b005-37e20e2c31e0	5	5	p5iS3i9iTY3oz6dW
onion::175::4qZuFtghvQvmkVTzt7rAw1	930	175	4qZuFtghvQvmkVTzt7rAw1	In Flames	spotify:track:4qZuFtghvQvmkVTzt7rAw1	spotify:artist:57ylwQTnFnIhJh4nu4rxCs	Take This Life	spotify:album:5qNcLXli5rVmRtYSb0IgzP	215200.0	Come Clarity	Well-Being	Pleasure & Enjoyment	daa1ec87-af36-43a3-b005-37e20e2c31e0	5	5	lmahAtN6hekEYNeF
onion::175::64VLqyvVCCAXyqKCqs40z8	931	175	64VLqyvVCCAXyqKCqs40z8	Insomnium	spotify:track:64VLqyvVCCAXyqKCqs40z8	spotify:artist:3uIgLG971oRM5fe6v8lvQS	While We Sleep	spotify:album:0iYAnDAQLAOXIl5bUAfYG3	380613.0	Shadows of the Dying Sun	Well-Being	Pleasure & Enjoyment	daa1ec87-af36-43a3-b005-37e20e2c31e0	5	5	6qkBRUTftKj9QkyX
onion::175::09d4cc76-be7a-4c56-bf57-264073b0d5e1	932	175	09d4cc76-be7a-4c56-bf57-264073b0d5e1	Gregory Alan Isakov	https://www.last.fm/music/Gregory+Alan+Isakov/_/Living+Proof	https://www.last.fm/music/Gregory%20Alan%20Isakov	Living Proof	https://www.last.fm/music/Gregory%20Alan%20Isakov/The%20Weatherman	0.0	The Weatherman	Well-Being	Pleasure & Enjoyment	daa1ec87-af36-43a3-b005-37e20e2c31e0	5	5	HGwvnAMdGSSmphjE
onion::175::Insomnium-Winter's Gate, Pt. 2-4-48	935	175	Insomnium-Winter's Gate, Pt. 2-4-48	Insomnium	https://www.last.fm/music/Insomnium/_/Winter%27s+Gate,+Pt.+2	https://www.last.fm/music/Insomnium	Winter's Gate, Pt. 2	https://www.last.fm/music/Insomnium/Winter's%20Gate	0.0	Winter's Gate	Well-Being	Pleasure & Enjoyment	daa1ec87-af36-43a3-b005-37e20e2c31e0	5	5	OsbBdNdl2DRFKCnq
onion::176::5vK6UrXYeQ1MuMKnMHr05W	938	176	5vK6UrXYeQ1MuMKnMHr05W	Katatonia	spotify:track:5vK6UrXYeQ1MuMKnMHr05W	spotify:artist:2CWWgbxApjbyByxBBCvGTm	The Racing Heart	spotify:album:5y2DKGSDytuCsr7LQ2t64F	205080.0	Dethroned & Uncrowned	Emotion (regulation)	Emotional Resonance	daa1ec87-af36-43a3-b005-37e20e2c31e0	3	5	IbUmOdpOF5ikHYbr
onion::176::0gr97EET1vP85jcFESMYRK	940	176	0gr97EET1vP85jcFESMYRK	Mastodon	spotify:track:0gr97EET1vP85jcFESMYRK	spotify:artist:1Dvfqq39HxvCJ3GvfeIFuT	I Am Ahab	spotify:album:6khFoLWnJZDQvZ7Pijym3b	165853.0	Leviathan	Emotion (regulation)	Emotional Resonance	daa1ec87-af36-43a3-b005-37e20e2c31e0	3	5	BjgXm1QJfXdkoJ1Y
onion::176::6JQn528UrHks2tKHAKPLG0	941	176	6JQn528UrHks2tKHAKPLG0	In Flames	spotify:track:6JQn528UrHks2tKHAKPLG0	spotify:artist:57ylwQTnFnIhJh4nu4rxCs	Scream	spotify:album:5qNcLXli5rVmRtYSb0IgzP	192866.0	Come Clarity	Emotion (regulation)	Emotional Resonance	daa1ec87-af36-43a3-b005-37e20e2c31e0	3	5	qa12EGH2ZW4i6OAC
onion::176::5r37NetsrDZOMuOev51PHL	942	176	5r37NetsrDZOMuOev51PHL	Killswitch Engage	spotify:track:5r37NetsrDZOMuOev51PHL	spotify:artist:37394IP6uhnjIpsawpMu4l	Eye of the Storm	spotify:album:6iJEtgHTEbVlSS5isIS71z	236013.0	As Daylight Dies	Emotion (regulation)	Emotional Resonance	daa1ec87-af36-43a3-b005-37e20e2c31e0	3	5	ZXWct312iySKsSfV
onion::176::2lR3REI1dq2Q64d9yeaaGN	944	176	2lR3REI1dq2Q64d9yeaaGN	The Black Dahlia Murder	spotify:track:2lR3REI1dq2Q64d9yeaaGN	spotify:artist:4xTDPgk4jHCF0qui3dH6BS	Nightbringers	spotify:album:3M9PaUc9DND0HiziKbnedS	215706.0	Nightbringers	Emotion (regulation)	Emotional Resonance	daa1ec87-af36-43a3-b005-37e20e2c31e0	3	5	NmJRqoipEN80wJot
